"","observation_num","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
"1688",1688,45,"Private",327886,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"1689",1689,45,"Private",187730,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1690",1690,24,"Private",104146,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"1691",1691,56,"Private",290641,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"1692",1692,25,"Private",34402,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1590,60,"United-States","<=50K"
"1693",1693,46,"Federal-gov",39606,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"England",">50K"
"1694",1694,63,"Private",102479,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1695",1695,33,"Private",111363,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
"1696",1696,38,"Private",107630,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"1697",1697,47,"Local-gov",121124,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"1698",1698,50,"Local-gov",173224,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
"1699",1699,29,"Private",87507,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,60,"India","<=50K"
"1700",1700,32,"Private",187560,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3908,0,40,"United-States","<=50K"
"1701",1701,54,"Self-emp-inc",124963,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1702",1702,29,"Local-gov",289991,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"1703",1703,44,"Private",320277,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1704",1704,55,"State-gov",175127,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7688,0,38,"United-States",">50K"
"1705",1705,63,"Private",346975,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,36,"United-States",">50K"
"1706",1706,57,"Local-gov",174132,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,1977,40,"United-States",">50K"
"1707",1707,29,"Private",282944,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"1708",1708,45,"Local-gov",55377,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States","<=50K"
"1709",1709,26,"State-gov",208122,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,15,"United-States","<=50K"
"1710",1710,49,"Private",215389,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,48,"United-States","<=50K"
"1711",1711,23,"?",113700,"Bachelors",13,"Never-married","?","Own-child","White","Male",0,0,50,"United-States","<=50K"
"1712",1712,28,"Private",259840,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
"1713",1713,28,"Private",183639,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,21,"United-States","<=50K"
"1714",1714,44,"State-gov",33658,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,50,"United-States",">50K"
"1715",1715,41,"Federal-gov",34178,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1716",1716,50,"Private",400630,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,36,"United-States",">50K"
"1717",1717,64,"?",143716,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,2,"United-States","<=50K"
"1718",1718,24,"Private",39615,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"1719",1719,44,"Private",104440,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1720",1720,58,"Private",306233,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"1721",1721,51,"Private",216475,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,1564,43,"United-States",">50K"
"1722",1722,41,"Private",65372,"Doctorate",16,"Divorced","Sales","Unmarried","White","Female",0,0,50,"United-States",">50K"
"1723",1723,35,"Private",343403,"Doctorate",16,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,20,"?","<=50K"
"1724",1724,30,"Private",110643,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",4386,0,40,"United-States",">50K"
"1725",1725,24,"Private",117583,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,48,"United-States","<=50K"
"1726",1726,38,"Private",227794,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"1727",1727,46,"Federal-gov",297906,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"United-States",">50K"
"1728",1728,31,"Federal-gov",139455,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"Cuba","<=50K"
"1729",1729,56,"Self-emp-not-inc",233312,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
"1730",1730,24,"Private",161092,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1731",1731,56,"Private",274111,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K"
"1732",1732,30,"Private",280927,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1733",1733,31,"Private",104509,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,65,"United-States",">50K"
"1734",1734,38,"Local-gov",185394,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,40,"United-States",">50K"
"1735",1735,44,"Local-gov",254146,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1736",1736,55,"Self-emp-inc",227856,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2415,50,"United-States",">50K"
"1737",1737,45,"Private",107682,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"1738",1738,41,"Self-emp-inc",194636,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,65,"United-States",">50K"
"1739",1739,37,"Private",32709,"Bachelors",13,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States",">50K"
"1740",1740,46,"Private",170850,"Bachelors",13,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,1590,40,"?","<=50K"
"1741",1741,30,"Private",345122,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"1742",1742,57,"?",208311,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,80,"United-States",">50K"
"1743",1743,43,"Private",243580,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1744",1744,46,"Private",182128,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",6497,0,50,"United-States","<=50K"
"1745",1745,33,"Private",101562,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1746",1746,36,"Private",357619,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,60,"Germany","<=50K"
"1747",1747,47,"Private",26950,"Masters",14,"Divorced","Sales","Not-in-family","White","Female",0,0,6,"United-States","<=50K"
"1748",1748,47,"Self-emp-not-inc",107231,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"1749",1749,36,"State-gov",112497,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1876,44,"United-States","<=50K"
"1750",1750,28,"Private",224634,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
"1751",1751,37,"Private",175759,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"1752",1752,42,"Self-emp-inc",277256,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,60,"United-States",">50K"
"1753",1753,41,"Private",174395,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1754",1754,52,"Private",99736,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Male",15020,0,50,"United-States",">50K"
"1755",1755,39,"Private",85319,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,60,"United-States",">50K"
"1756",1756,54,"Private",94055,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"1757",1757,24,"Private",117779,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1758",1758,24,"Private",209770,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,8,"United-States","<=50K"
"1759",1759,28,"Private",107411,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"1760",1760,24,"Private",100321,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"1761",1761,42,"Private",168103,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1762",1762,41,"Local-gov",208174,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"1763",1763,44,"Private",239876,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"1764",1764,37,"Local-gov",218184,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
"1765",1765,28,"Self-emp-not-inc",204984,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"1766",1766,63,"Self-emp-not-inc",35021,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1977,32,"China",">50K"
"1767",1767,40,"Self-emp-not-inc",238574,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"1768",1768,45,"Self-emp-inc",34091,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United-States",">50K"
"1769",1769,39,"State-gov",343646,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"Mexico",">50K"
"1770",1770,31,"Private",197672,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"1771",1771,27,"Private",220754,"Doctorate",16,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"1772",1772,41,"Private",173370,"Bachelors",13,"Separated","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K"
"1773",1773,45,"State-gov",271962,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1774",1774,29,"Private",183009,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Other","Female",0,1590,40,"United-States","<=50K"
"1775",1775,27,"Private",209205,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1776",1776,36,"Local-gov",285865,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"1777",1777,54,"Private",197189,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"1778",1778,26,"Private",177929,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
"1779",1779,48,"Private",166929,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"?",">50K"
"1780",1780,42,"State-gov",102343,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,72,"India",">50K"
"1781",1781,45,"Private",202812,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1782",1782,33,"Private",101352,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
"1783",1783,49,"Local-gov",149210,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",15024,0,40,"United-States",">50K"
"1784",1784,42,"State-gov",104663,"Doctorate",16,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"Italy",">50K"
"1785",1785,37,"Private",333305,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States","<=50K"
"1786",1786,37,"Self-emp-inc",205852,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"1787",1787,40,"Federal-gov",163215,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"?","<=50K"
"1788",1788,54,"State-gov",93449,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"India",">50K"
"1789",1789,39,"State-gov",201105,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,55,"United-States",">50K"
"1790",1790,33,"Private",150570,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"1791",1791,31,"State-gov",75755,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,55,"United-States",">50K"
"1792",1792,31,"Private",183778,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"1793",1793,23,"Private",398904,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
"1794",1794,35,"Local-gov",204277,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"1795",1795,32,"Private",205152,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1796",1796,25,"Private",36984,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"1797",1797,67,"Self-emp-inc",330144,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States",">50K"
"1798",1798,38,"State-gov",200289,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Taiwan","<=50K"
"1799",1799,26,"Private",155213,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
"1800",1800,53,"State-gov",104501,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"?",">50K"
"1801",1801,33,"State-gov",357691,"Masters",14,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States","<=50K"
"1802",1802,44,"Self-emp-not-inc",197558,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States",">50K"
"1803",1803,46,"Local-gov",222115,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",99999,0,40,"United-States",">50K"
"1804",1804,48,"Private",156926,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1805",1805,42,"Private",383493,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"1806",1806,29,"Private",116613,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"Portugal","<=50K"
"1807",1807,42,"Local-gov",238188,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"1808",1808,42,"Private",166740,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1809",1809,47,"Self-emp-not-inc",213668,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
